"Timestamp","Yaşınız","İl","Kaç Yıldır Araba Kullanıyorsunuz","Ne Zamandır T10X kullanıyorsunuz?","T10X İlk Arabanız Mı?","Yıl","Ay","Renk","Yazılım","Model","Kaç KM yol yaptınız?  ","T10X'in yanısıra içten yanmalı aracım da var. nolur nolmaz.","İlk Sahibiyim","T10X ile Uzun Yol Yaptınız Mı?","Yine elektrikli araç alırım","Yine TOGG alırım","T10F Bekliyorum","Çoğunlukla Aksesuarda şarj ederim","Çoğunlukla ... kadar şarj ederim","Çoğunlukla AC/DC şarj ediyorum.","Çoğunlukla Evden Şarj Ederim","T10X'den memnunum","Neden T10X Aldınız","T10X'i tasarımını beğeniyorum.","T10X'i konforlu buluyorum.","T10X'in içinde güvende hissediyorum.","T10X'in kullanımını kolay buluyorum.","T10X'in şarj tüketiminden memnunum.","T10X'in menzilinden memnunum.","Servis ağını yeterli buluyorum.","Gez uygulamasından memnunum.","Uygulama çeşitliliğini yeterli buluyorum.","Bir yakınıma tavsiye ederim.","Arıza Sebebiyle Yolda Kaldınız mı? ","Bir hata, arızadan dolayı kaç kere servise gitmeniz gerekti?","Arabam Serviste Toplam ... Kadar Kaldı","Servise bir kere gittikten sonra aynı sorun tekrar etti mi?","Bir Arızadan Dolayı Telefon ile destek almanız gerekti mi?","Ne sıklıkla DTC Reset, Yeniden Başlat yapmanız gerekiyor?","Hiç Sinyal Hatası aldınız mı?","Rahatsız Eden Trim Sesleri Var Mı?","Vites Geçişinde Sorun Yaşıyorum","Direksiyonu Çevirince Aracım Gacur Gucur Ediyor.","ESA aldım.","Ses Düzeyi, Cızırtı Sorunu Yaşadım","Ekran Gelmeme Sorunu Yaşadım","Durduk Yere Çalan Alarm Sorunu Yaşadım","Araba uyumadığı için şarjımın azaldığı oldu.","Yüksek Hızda Şarj Olmama Sorunu Yaşadım.","Daha Önce Bataryanız Değişti Mi?","Belirtmek istediğiniz başka sorunlar yaşadıysanız, buyrun","Varsa eklemek istediğiniz yazabilirsiniz."
"2025/07/26 2:27:40 pm GMT+3","26-35","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","eylül","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","bi daha asla almam","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","çok sorun çıkardı, keşke almasaydım","Finansman Desteği / Makul Fiyat","7","8","9","7","6","6","1","1","1","3","hayır","3-5","1 Ay","evet","evet","haftada bir yaparım en az, nolur nolmaz","zaman zaman","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","sık sık","sık sık","zaman zaman","nadiren, 1-2 kez","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/26 2:29:42 pm GMT+3","18-25","16 - Bursa","3-10 Yıl","6-12 Ay","Hayır","2024","aralık","Gemlik","1.5 24","V2 Long Range","1,000 - 10,000","Evet","Evet","Hayır","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Evet","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","8","9","8","7","7","7","6","6","5","8","evet","0","0","","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/26 4:49:07 pm GMT+3","45+","06 - Ankara","10 Yıl+","12-24 Ay","Hayır","2024","haziran","Kapadokya","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80-90","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","10","8","7","6","7","8","1","1","1","7","hayır","1-3","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","zaman zaman","hayır, nereden çıktı","zaman zaman","sık sık","zaman zaman","zaman zaman","hayır, hiç","evet","hayır değişmedi","araç hareket halindeyken ekran gidip yeniden başlıyor ve tüm verileriniz siliniyor.",""
"2025/07/26 5:40:17 pm GMT+3","36-45","35 - İzmir","10 Yıl+","1-6 Ay","Hayır","2025","mayıs","Pamukkale","1.5-21.1.29","V2 Long Range","1,000 - 10,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","9","8","8","2","7","2","1","1","5","hayır","0","0","","hayır","birkaç ayda bir","nadiren, 1-2 kez","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","zaman zaman","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","Geri giderken gereksiz yere ani fren yapıyor, uzaktan uygulama bazen güncellemiyor(son zamanlarda), internet yok gibi, uygulamalar internet olmadığı için bağlanamıyor, geri kamera uzun yolculuk sonrası eve gelince çalışmıyor, kapatıp dinlendikten sonra düzeliyor",""
"2025/07/26 7:03:47 pm GMT+3","45+","34 - İstanbul","10 Yıl+","1-6 Ay","Hayır","2025","şubat","Ayder","1.5 26","V2 Long Range","1,000 - 10,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Evet","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Elektrikli olduğu için","8","8","8","8","6","7","7","6","5","8","hayır","1","1 Aydan Az","hayır","evet","hiç yapmadım","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","hayır almadım","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/26 7:30:00 pm GMT+3","36-45","80 - Osmaniye","10 Yıl+","6-12 Ay","Hayır","2024","aralık","Anadolu","1.5 24","V2 Long Range","10,000 - 20,000","Evet","Evet","Hayır","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","DC","Hayır, istasyondan","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","10","10","10","10","7","10","1","1","1","7","hayır","1-3","0","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","hayır, varsa da fark etmedim","nadiren, 1-2 kez","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/07/26 7:53:21 pm GMT+3","26-35","43 - Kütahya","1-3 Yıl","12-24 Ay","Hayır","2024","haziran","Kapadokya","1.5 26","V1 Standart","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","8","9","9","3","1","2","3","1","6","evet","1","0","hayır","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","nadiren, 1-2 kez","evet","hayır almadım","sık sık","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","Fabrika çıkışı lastikler maalesef kötü aracı kaydirabiliyor. Anahtar pili bitmişti bir kez . Standart menzil maalesef 100kw üzeri hızda şarj olmuyor ama 180 kW istasyonlar 180 kW ücreti alıyor ",""
"2025/07/26 8:03:12 pm GMT+3","36-45","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","8","8","8","8","7","7","5","4","4","5","evet","3-5","0","evet","evet","birkaç ayda bir","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","evet","zaman zaman","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/07/26 8:30:31 pm GMT+3","36-45","34 - İstanbul","1 Yıldan Az","6-12 Ay","Hayır","2024","ağustos","Pamukkale","1.5 26","V1 Standart","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","7","9","8","6","6","1","1","4","8","hayır","1","0","hayır","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","evet","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","Emniyet kemeri yükseklik ayarı olması gerekirdi.trumore dan araca uzaktan bağlantı(internet)olması ve daha aktif kullanım sunması gerekir.","Standart menzil bataryaları ücret farkı ödenerek uzun menzi batarya ile değişim imkanı olması "
"2025/07/26 10:01:54 pm GMT+3","26-35","34 - İstanbul","1-3 Yıl","2 Yıl +","Evet","2023","aralık","Kula","1.6","V1 Standart","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","9","8","10","9","8","7","9","3","7","9","hayır","1-3","1 Aydan Az","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","1 yerden geliyor","nadiren, 1-2 kez","evet","hayır almadım","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","sık sık","bilmiyorum","hayır değişmedi","Araç sağa çekme",""
"2025/07/26 11:08:07 pm GMT+3","26-35","06 - Ankara","10 Yıl+","1 Aydan Az","Hayır","2025","temmuz","Ayder","1.6","V2 Long Range","0 - 1,000","Evet","Evet","Hayır","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","10","9","9","9","6","5","4","8","hayır","0","0","","hayır","hiç yapmadım","hayır almadım","hayır, varsa da fark etmedim","zaman zaman","fark etmedim","hayır almadım","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","bilmiyorum","hayır değişmedi","",""
"2025/07/27 12:26:31 am GMT+3","45+","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2024","temmuz","Kula","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Hayır, istasyondan","evet, iyiki almışım","Elektrikli olduğu için","8","8","8","7","6","7","1","1","2","7","hayır","0","0","hayır","evet","haftada bir yaparım en az, nolur nolmaz","nadiren, 1-2 kez","1 yerden geliyor","nadiren, 1-2 kez","fark etmedim","sık sık","zaman zaman","zaman zaman","zaman zaman","hayır, hiç","evet","hayır değişmedi","Servis sayısı artsın",""
"2025/07/27 1:37:07 am GMT+3","36-45","03 - Afyonkarahisar","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80-90","AC","Evet","evet, iyiki almışım","Yerli olduğu için","8","9","10","7","7","10","1","5","3","9","hayır","1","1 Ay","hayır","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","nadiren, 1-2 kez","hayır, nereden çıktı","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","hayır","evet değişti","",""
"2025/07/27 2:12:05 am GMT+3","45+","16 - Bursa","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Anadolu","1.5 24","V1 Standart","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","9","9","8","8","8","5","1","1","1","8","hayır","1-3","1 Aydan Az","evet","evet","birkaç ayda bir","nadiren, 1-2 kez","1 yerden geliyor","hayır, hiç","fark etmedim","hayır almadım","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","evet","hayır değişmedi","",""
"2025/07/27 5:26:49 am GMT+3","45+","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2024","temmuz","Oltu","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","6","8","10","8","10","8","8","7","8","10","hayır","0","0","","evet","ayda bir falan","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","hayır almadım","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","Yola çıkarken keyifli olamıyorum heran arıza çıkacakmış gibi hissediyorum Malumunuz arıza çıkarsa servis yok tamircisi yok sıfır araç aldım gibi değilde parçası tamircisi bulunmayan hissediyorum ","Kolay ulaşabileceğimiz servisi servisi iki saatte çözülecek sorunun bir hafta on gün servide beklemesi normalmi "
"2025/07/27 12:04:51 pm GMT+3","26-35","21 - Diyarbakır","10 Yıl+","12-24 Ay","Hayır","2023","ekim","Anadolu","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Tasarımını Beğendiğim İçin","10","9","10","8","6","6","4","1","1","4","hayır","5+","2 Ay","hayır","evet","ayda bir falan","sık sık","1'den çok yerden geliyor","hayır, hiç","evet","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","evet değişti","",""
"2025/07/27 1:34:13 pm GMT+3","36-45","52 - Ordu","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Anadolu","1.5 24","V2 Long Range","20,000 - 50,000","Hayır","Evet","Hayır","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","9","10","10","10","5","7","10","2","7","8","hayır","1-3","0","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","zaman zaman","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","evet","hayır değişmedi","","helel olsun, seviyoruz sizi."
"2025/07/27 2:37:03 pm GMT+3","45+","01 - Adana","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Kula","1.5 24","V1 Standart","10,000 - 20,000","Hayır","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Yerli olduğu için","10","10","10","10","8","10","5","10","10","10","hayır","0","0","","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","hayır almadım","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/27 2:47:59 pm GMT+3","45+","26 - Eskişehir","10 Yıl+","1 Aydan Az","Hayır","2025","temmuz","Anadolu","1.6","V2 Long Range","0 - 1,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","9","9","9","6","8","4","6","3","8","hayır","0","0","","hayır","hiç yapmadım","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","hayır almadım","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/27 4:57:38 pm GMT+3","36-45","16 - Bursa","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Pamukkale","1.5 26","V2 Standart","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","90-100","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","10","10","5","5","5","5","5","10","evet","3-5","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","zaman zaman","evet","evet değişti","",""
"2025/07/27 5:18:23 pm GMT+3","45+","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Kula","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","8","8","8","8","5","6","1","3","1","6","hayır","1","0","hayır","evet","birkaç ayda bir","zaman zaman","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","zaman zaman","hayır, hiç","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","Anlık veri akışı ve dijital anahtar hib bir zaman aktif olmadı.",""
"2025/07/27 6:23:46 pm GMT+3","36-45","58 - Sivas","10 Yıl+","12-24 Ay","Hayır","2024","mayıs","Kula","1.4","V1 Standart","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80-90","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Tasarımını Beğendiğim İçin","10","10","10","10","3","3","1","1","3","6","hayır","0","0","","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","evet","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","hayır","hayır değişmedi","Araç v1 uzun menzil, seçeneklerde yoktu.","Yol tutuş , ön koltuklarda konfor, eski mercedeslerdeki sürüş hissiyati çok güzel.
Şarj kapağı berbar  , direksiyon gıcırtısı sinir bozucu  , Apple car, android oto olmaması saçmalık"
"2025/07/27 6:37:29 pm GMT+3","36-45","34 - İstanbul","10 Yıl+","2 Yıl +","Hayır","2023","ağustos","Kapadokya","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","9","10","10","9","7","8","6","5","10","10","evet","1-3","1 Aydan Az","hayır","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","nadiren, 1-2 kez","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/27 9:22:20 pm GMT+3","45+","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2024","mayıs","Gemlik","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80-90","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","9","8","6","6","6","2","2","2","6","hayır","3-5","1 Ay","hayır","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/27 11:54:47 pm GMT+3","36-45","42 - Konya","1 Yıldan Az","1 Aydan Az","Hayır","2025","ağustos","Kula","1.5 26","V2 Long Range","0 - 1,000","Hayır","Evet","Hayır","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","5","6","7","7","5","5","2","3","4","5","hayır","0","0","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","hayır almadım","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/28 2:33:07 am GMT+3","45+","06 - Ankara","10 Yıl+","12-24 Ay","Hayır","2023","ağustos","Oltu","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","5","5","5","5","5","5","3","2","10","1","hayır","1-3","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","1 yerden geliyor","nadiren, 1-2 kez","evet","zaman zaman","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır, hiç","evet","hayır değişmedi","İnternetin bu kadar hızlı bitmesi hiç hoş değil gereksiz birsürü uygulama gez hiç sevmedim fazla ekran dolayısıyla gecikme ve hatalar akıllı cihaza hiç gerek yoktu ki uzaktan erişim akıllı cihaza hiç yakışmadı stabil bir araç olsaydı süprizsiz daha hoş olurdu ama elektrikli araç olarak memnunum sessiz güçlü (frenler düşük hızlarda abs devreye giriyor lastiklerden kaynaklanmıyor denedim)aksesuarda far kapatma geldi ledlerde kapatılabilmeliydi.bekleme modunda aracı kilitlemedikçe bekleyebilmeli.klima çalışma sesi içeride ve dışarıda aşırı sesli.bunlara HIZLI çözüm üretilirse birde konsol kesinlikle değişmeli","İlk olmasına rağmen gayet başarılı bir araç takdiri hakkediyor ama basit şeylerden can sıkıyor mesela aksesuarda far kapatmayı getirdin ledleride aynı yazılıma ekle be kardeşim yada dijital anahtar tam bir fiyasko aracı uzaktan bataryayı lastik basıncı konumunu gör klimayı bluetotla aç bazen bu yazılım ekibi usta ve acemilerdenmi oluşuyor hadi bunuda siz yapın bakalım diyorlar şaşırtıcı gerçekten.Akıllı cihaz ismi beklentimizi çok yükseltti yoksa araç dış tasarım olarak  on numara döşeme plastikler konsolda boşluk doldurulsa falan tam premium olur."
"2025/07/28 8:27:11 am GMT+3","36-45","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2024","kasım","Ayder","1.5 24","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","10","8","8","3","8","3","2","3","8","hayır","1","0","hayır","hayır","ayda bir falan","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","zaman zaman","sık sık","zaman zaman","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/28 8:27:18 am GMT+3","36-45","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2024","kasım","Ayder","1.5 24","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","10","8","8","3","8","3","2","3","8","hayır","1","0","hayır","hayır","ayda bir falan","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","zaman zaman","sık sık","zaman zaman","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/28 12:06:43 pm GMT+3","26-35","41 - Kocaeli","3-10 Yıl","2 Yıl +","Hayır","2023","aralık","Oltu","1.5 26","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","10","10","8","6","6","1","1","1","5","evet","5+","2 Aydan Fazla","evet","evet","haftada bir yaparım en az, nolur nolmaz","zaman zaman","1'den çok yerden geliyor","hayır, hiç","fark etmedim","sık sık","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır, hiç","evet","hayır değişmedi","genel olarak uygulama ve yazılım hepten sorun",""
"2025/07/28 12:07:08 pm GMT+3","36-45","63 - Şanlıurfa","10 Yıl+","2 Yıl +","Hayır","2023","eylül","Pamukkale","1.5 24","V2 Long Range","50,000 - 100,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","6","8","8","2","2","5","1","5","3","3","hayır","5+","0","evet","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","sık sık","nadiren, 1-2 kez","hayır","evet değişti","",""
"2025/07/28 12:30:02 pm GMT+3","45+","54 - Sakarya","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Oltu","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Tasarımını Beğendiğim İçin","10","10","10","8","5","6","1","4","4","9","evet","1-3","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","1 yerden geliyor","hayır, hiç","evet","zaman zaman","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","evet","hayır değişmedi","Servis ağının artması ","Servis ağı artması "
"2025/07/28 1:39:09 pm GMT+3","36-45","38 - Kayseri","10 Yıl+","2 Yıl +","Hayır","2023","ağustos","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","90-100","AC","Evet","çok sorun çıkardı, keşke almasaydım","Finansman Desteği / Makul Fiyat","8","6","9","7","3","7","1","8","1","4","hayır","3-5","2 Aydan Fazla","evet","evet","birkaç ayda bir","nadiren, 1-2 kez","1'den çok yerden geliyor","hayır, hiç","evet","zaman zaman","nadiren, 1-2 kez","zaman zaman","sık sık","nadiren, 1-2 kez","hayır","evet değişti","Araç elektrik seçiyor. Bazı dc cihazlarda bile şarj edemiyor. Sebebini sorduğumda yetkililer topraklama kontrolümüz hassas o nedenle diye cevap veriyor. Ancak diğer tüm markalar şarj edebilirken togg un edememesi gerçekten can sıkıyor, yolda bırakıyor",""
